id,w,square footage,24-Hour,number,activity
02444,63.073938349,03,2,7,02
02445,1807.4628666,02,2,2,25
02446,1868.403437,04,2,2,13
02447,1031.3463294,04,2,10,05
02448,583.35116997,03,1,10,07
02449,25.322576596,10,1,3000,02
02450,1117.7421223,02,2,3,02
02451,4458.2100608,03,2,0,01
02452,1729.17335,02,2,2,25
02453,23.717553485,08,2,500,02
02454,1807.4628666,02,2,1,02
02455,887.44188343,02,2,2,15
02456,90.622000825,06,2,84,14
02457,1791.3103533,03,2,4,05
02458,918.02992474,05,2,7,14
02459,52.146233763,07,2,50,13
02460,15.945623796,09,1,75,18
02461,1868.403437,02,2,2,02
02462,158.29956057,06,2,150,08
02463,125.65044,03,2,9,14
02464,23.717553485,03,2,10,02
02465,751.72654486,06,2,90,14
02466,1655.242098,02,2,3,25
02467,48.841044419,05,2,0,01
02468,964.60413185,04,2,10,14
02469,362.06989684,06,2,104,14
02470,6.6231252265,10,1,4750,13
02471,177.34464265,07,2,196,23
02472,810.40542332,02,2,10,15
02473,600.04774419,03,2,8,14
02474,632.51710677,06,2,69,23
02475,15.945623796,08,1,80,18
02476,810.40542332,02,1,4,15
02477,196.32203422,04,2,20,15
02478,751.72654486,04,2,14,13
02479,1145.0798138,02,2,3,02
02480,48.841044419,06,2,60,23
02481,73.697716743,08,2,0,01
02482,1162.262962,05,2,11,13
02483,1162.262962,02,2,3,25
02484,336.40197304,06,2,48,23
02485,207.13166685,05,2,37,23
02486,15.945623796,08,1,71,18
02487,20.286163617,07,2,250,02
02488,2293.5899096,04,1,20,07
02489,1729.17335,04,2,5,25
02490,1117.7421223,04,2,6,26
02491,1667.7551609,02,2,1,06
02492,249.44526964,07,2,34,23
02493,79.94950887,07,1,300,16
02494,143.94634909,08,2,720,02
02495,79.94950887,05,2,86,02
02496,647.9871845,05,2,50,02
02497,961.78281331,02,2,12,15
02498,313.28621931,05,2,25,14
02499,213.48283968,07,2,6,05
02500,1522.9817889,02,1,3,25
02501,657.71092576,05,2,130,02
02502,64.982790292,07,2,100,02
02503,9.2846065541,08,1,500,16
02504,1807.4628666,02,2,8,26
02505,15.945623796,08,1,350,18
02506,9.425661637,08,1,350,16
02507,279.45612766,05,2,5,01
02508,10.855829416,09,2,2000,02
02509,74.844960294,08,2,4,05
02510,23.717553485,10,2,3750,02
02511,583.35116997,06,2,45,14
02512,1276.538624,02,2,4,02
02513,583.6267448,04,2,35,02
02514,961.78281331,02,2,4,12
02515,90.370908183,08,2,5,05
02516,1879.4560061,03,2,2,12
02517,276.95327433,06,2,104,02
02518,360.21806967,06,2,31,14
02519,1162.262962,03,2,21,14
02520,84.055763395,08,1,175,07
02521,1155.42801,03,2,7,25
02522,366.15594072,06,2,19,14
02523,115.00317705,05,1,12,18
02524,4637.8512935,03,2,0,05
02525,336.40197304,06,1,7,91
02526,3.2680669259,09,1,1200,16
02527,777.87987978,03,2,7,15
02528,961.78281331,03,2,30,15
02529,233.30275282,04,2,15,24
02530,657.71092576,02,2,7,02
02531,1522.9817889,03,2,10,02
02532,1522.9817889,02,2,2,06
02533,201.21025436,06,2,26,14
02534,738.0878727,02,2,7,15
02535,1162.262962,04,2,7,25
02536,283.05369759,06,2,51,23
02537,233.69241893,07,2,271,02
02538,2249.135161,02,1,3,02
02539,3.9791170946,08,1,500,16
02540,62.703017691,06,2,10,14
02541,880.78346233,06,1,70,18
02542,1667.7551609,03,2,10,12
02543,365.05873439,06,2,123,23
02544,2293.5899096,03,2,1,25
02545,1879.4560061,02,2,1,25
02546,1162.262962,04,2,1,12
02547,233.30275282,06,2,20,13
02548,233.30275282,03,2,13,02
02549,555.91838698,07,2,140,26
02550,583.6267448,04,2,5,12
02551,242.08690218,05,2,38,14
02552,941.81790866,02,2,3,02
02553,9.0929192199,08,2,500,08
02554,1892.4562717,03,2,27,02
02555,9.0929192199,08,1,400,16
02556,1023.6082023,02,2,1,26
02557,1341.3092902,05,2,24,26
02558,177.34464265,06,2,104,02
02559,511.57322024,04,2,0,01
02560,365.05873439,06,2,255,02
02561,139.16995492,07,2,35,14
02562,48.841044419,02,2,4,02
02563,86.599603394,07,2,350,02
02564,385.90781293,05,2,20,14
02565,48.841044419,06,2,246,02
02566,737.87538195,04,2,18,23
02567,48.841044419,06,2,40,15
02568,360.21806967,06,2,70,14
02569,1.3263723649,09,1,1000,16
02570,23.717553485,08,2,500,02
02571,48.841044419,05,2,75,02
02572,880.78346233,02,2,15,15
02573,1779.4119781,02,2,4,02
02574,52.146233763,07,1,400,05
02575,499.1203535,02,1,1,18
02576,7.5774326833,09,1,100,18
02577,279.45612766,05,2,42,23
02578,1031.3463294,04,2,8,23
02579,9.0929192199,08,1,500,16
02580,1807.4628666,02,2,4,06
02581,213.48283968,08,2,75,14
02582,30.431064391,08,1,90,14
02583,961.78281331,02,2,1,01
02584,1162.262962,05,2,5,13
02585,9.2846065541,08,1,480,16
02586,579.24782974,05,2,60,02
02587,158.29956057,07,2,27,23
02588,1791.3103533,02,2,2,26
02589,583.35116997,03,2,7,07
02590,1522.9817889,03,2,3,05
02591,105.83552153,07,2,22,05
02592,1023.6082023,04,2,25,02
02593,657.71092576,05,2,2,26
02594,3855.0841305,02,2,2,91
02595,657.71092576,04,2,3,13
02596,159.84475525,07,2,4,05
02597,23.717553485,10,2,3750,02
02598,249.44526964,05,2,60,08
02599,2.6527447297,09,1,2499,16
02600,84.055763395,08,2,220,14
02601,1007.0093005,02,2,5,15
02602,665.40891804,03,2,4,05
02603,1461.8570616,04,2,7,26
02604,1851.6697201,02,2,6,02
02605,1522.9817889,02,2,3,14
02606,227.79159189,06,2,19,25
02607,281.10925465,03,2,3,05
02608,63.073938349,07,1,18,17
02609,3231.2895441,03,2,2,02
02610,209.09996186,07,2,65,14
02611,751.72654486,04,2,12,14
02612,25.322576596,08,2,900,02
02613,2249.135161,02,2,2,13
02614,19.690263031,05,2,31,23
02615,14.241866063,08,1,500,16
02616,904.01813769,05,2,45,14
02617,25.322576596,10,1,4750,02
02618,226.82776714,05,2,1,12
02619,75.11828904,07,2,60,23
02620,52.146233763,08,2,125,23
02621,941.81790866,04,2,6,05
02622,52.146233763,07,2,25,25
02623,276.95327433,05,2,200,02
02624,23.717553485,03,2,9,02
02625,653.84310688,05,2,21,25
02626,9.2846065541,07,1,1000,16
02627,1729.17335,02,2,1,15
02628,1451.6174232,02,2,2,05
02629,3855.0841305,02,2,0,05
02630,632.51710677,06,1,76,23
02631,23.717553485,09,2,200,05
02632,532.96366558,06,2,130,02
02633,532.96366558,05,2,20,02
02634,1522.9817889,02,2,1,12
02635,3231.2895441,02,2,8,08
02636,62.584971321,09,1,650,02
02637,1879.4560061,03,2,3,25
02638,503.86330813,04,2,15,13
02639,6.6318618244,10,1,1600,16
02640,632.51710677,06,2,30,23
02641,1807.4628666,02,2,2,91
02642,1879.4560061,03,2,15,13
02643,3782.1801042,03,1,0,05
02644,583.6267448,06,2,100,02
02645,1130.4747375,04,2,32,05
02646,1145.0798138,04,2,4,02
02647,20.286163617,07,2,600,02
02648,1851.6697201,03,2,8,13
02649,1387.0765871,02,2,1,06
02650,4637.8512935,03,1,1,05
02651,678.05409664,02,2,1,15
02652,1162.262962,04,2,5,13
02653,1807.4628666,02,2,0,01
02654,74.844960294,08,2,250,05
02655,1162.262962,04,2,2,12
02656,1791.3103533,05,2,40,02
02657,1851.6697201,03,2,5,05
02658,908.28279654,03,2,11,23
02659,15.945623796,09,1,110,18
02660,139.16995492,07,2,87,13
02661,4.54645961,10,1,1700,16
02662,48.841044419,08,2,850,02
02663,50.31915606,07,2,830,02
02664,1807.4628666,03,2,3,13
02665,632.51710677,05,2,15,05
02666,6.6318618244,08,1,800,16
02667,1791.3103533,03,2,3,25
02668,1729.17335,02,2,0,05
02669,632.51710677,06,2,51,23
02670,242.08690218,06,2,37,14
02671,1879.4560061,02,2,2,12
02672,356.19828827,05,1,14,14
02673,145.50390319,06,2,150,04
02674,665.40891804,04,2,2,91
02675,1879.4560061,03,2,6,26
02676,139.16995492,05,2,57,14
02677,19.690263031,05,2,40,05
02678,9.2846065541,08,1,375,16
02679,1107.7533448,02,2,1,12
02680,1851.6697201,02,2,4,14
02681,139.16995492,06,1,94,07
02682,63.073938349,06,2,55,23
02683,789.93659277,02,2,4,15
02684,1117.7421223,04,1,2,12
02685,1851.6697201,03,2,0,01
02686,1879.4560061,02,2,0,05
02687,1484.5150471,02,2,1,26
02688,657.71092576,05,2,70,02
02689,1851.6697201,02,2,6,08
02690,21.599296197,08,2,250,14
02691,62.141439538,08,1,1000,13
02692,904.01813769,04,2,2,12
02693,692.22122089,05,1,20,05
02694,5.3559078162,10,1,80,13
02695,1667.7551609,02,2,1,15
02696,1849.1849629,02,2,4,26
02697,19.690263031,08,2,800,08
02698,880.78346233,02,1,30,15
02699,4637.8512935,02,2,0,01
02700,26.791450414,08,2,140,05
02701,1162.262962,04,2,12,01
02702,3.8291177414,08,1,360,16
02703,62.703017691,05,2,12,02
02704,961.78281331,02,2,10,15
02705,48.841044419,06,2,428,02
02706,356.19828827,08,2,95,14
02707,1807.4628666,02,2,0,01
02708,829.47092326,04,2,5,05
02709,1851.6697201,03,2,6,25
02710,62.703017691,07,2,25,25
02711,90.622000825,06,1,35,18
02712,1807.4628666,02,2,2,05
02713,1849.1849629,02,2,2,14
02714,86.870506742,06,2,90,05
02715,23.717553485,02,2,10,13
02716,324.95340078,04,2,14,05
02717,484.85166373,05,2,15,14
02718,239.38538189,06,1,30,17
02719,23.717553485,09,2,200,05
02720,1667.7551609,02,1,3,06
02721,84.055763395,06,2,120,02
02722,15.945623796,09,1,250,18
02723,175.75631596,06,2,160,02
02724,34.369244139,08,1,650,16
02725,1197.3864068,02,2,5,15
02726,1851.6697201,02,2,15,02
02727,53.724372726,07,1,450,02
02728,102.22575742,07,2,9,05
02729,144.55799843,07,2,50,24
02730,55.969326157,08,2,900,02
02731,1868.403437,02,2,4,15
02732,1145.0798138,04,1,8,25
02733,2396.7342053,02,2,0,07
02734,8.5324759127,09,1,2000,16
02735,247.57369734,06,2,40,13
02736,1729.17335,02,2,0,05
02737,308.205725,06,1,60,17
02738,1729.17335,02,2,0,01
02739,1667.7551609,03,2,5,26
02740,1559.8286174,02,2,4,02
02741,279.45612766,06,2,201,23
02742,1197.3864068,02,1,5,18
02743,1868.403437,02,2,1,26
02744,150.86235534,04,1,20,18
02745,1729.17335,02,2,1,26
02746,1162.262962,06,2,34,23
02747,1807.4628666,02,2,2,13
02748,178.39372759,07,2,45,25
02749,1879.4560061,02,2,0,01
02750,299.39484032,05,2,40,14
02751,1007.0093005,02,2,8,15
02752,1729.17335,03,2,1,12
02753,829.47092326,04,2,0,05
02754,1484.5150471,03,2,10,02
02755,3855.0841305,02,2,0,26
02756,84.055763395,07,2,100,14
02757,10.636032825,08,1,800,16
02758,1791.3103533,02,2,1,12
02759,50.31915606,07,2,150,02
02760,13.28083229,08,1,600,16
02761,583.35116997,05,2,44,14
02762,84.055763395,07,1,123,18
02763,597.1916627,02,2,8,14
02764,84.58932707,08,2,116,14
02765,251.02662093,05,1,50,18
02766,249.44526964,05,2,39,23
02767,1807.4628666,02,2,3,25
02768,1130.4747375,05,2,50,05
02769,887.44188343,02,2,5,08
02770,1879.4560061,02,2,0,01
02771,23.717553485,03,1,4,02
02772,440.0460563,03,2,19,23
02773,30.431064391,08,1,100,18
02774,3782.1801042,02,2,0,01
02775,52.146233763,08,1,500,02
02776,207.13166685,04,2,9,04
02777,139.16995492,08,2,194,14
02778,1276.538624,02,1,5,06
02779,697.46961475,02,2,2,25
02780,6.3126284319,10,1,3250,16
02781,84.055763395,08,1,150,18
02782,23.717553485,09,2,1000,02
02783,1522.5900193,04,2,1,05
02784,961.78281331,02,2,5,15
02785,1667.7551609,02,2,0,01
02786,920.12358315,02,2,10,02
02787,316.26326145,04,2,8,14
02788,1130.4747375,03,2,5,02
02789,64.982790292,07,2,200,02
02790,1729.17335,02,2,0,01
02791,1807.4628666,04,2,30,02
02792,632.51710677,06,2,2,13
02793,452.41986913,08,2,500,02
02794,1851.6697201,04,2,6,23
02795,1069.3275783,03,2,10,08
02796,1849.1849629,03,2,12,14
02797,653.05875273,06,1,21,17
02798,1851.6697201,02,2,1,05
02799,665.40891804,04,2,4,14
02800,9.2846065541,09,1,2000,16
02801,23.717553485,08,2,752,02
02802,207.13166685,05,2,26,14
02803,19.690263031,08,2,2000,02
02804,107.87236543,05,1,80,16
02805,1828.0523467,02,2,2,02
02806,503.86330813,02,2,10,02
02807,48.841044419,02,2,7,02
02808,366.15594072,02,2,1,14
02809,1522.9817889,02,2,2,13
02810,1879.4560061,02,2,2,01
02811,23.251171658,08,2,31,13
02812,647.9871845,04,2,12,25
02813,9.2846065541,08,1,750,16
02814,4637.8512935,03,1,0,05
02815,4637.8512935,02,2,5,02
02816,2249.135161,03,2,6,25
02817,1300.8183306,02,2,0,26
02818,541.67176789,05,2,10,13
02819,503.86330813,02,2,10,13
02820,74.844960294,09,2,800,24
02821,62.963331987,08,1,800,02
02822,311.1344891,06,2,60,14
02823,227.79159189,04,2,20,05
02824,1667.7551609,03,2,2,05
02825,1381.4211073,03,2,15,02
02826,908.28279654,05,1,6,08
02827,499.1203535,06,2,50,14
02828,1381.4211073,04,2,14,02
02829,1667.7551609,03,2,7,05
02830,9.2846065541,08,1,400,16
02831,1117.7421223,04,2,30,08
02832,84.055763395,08,1,80,18
02833,1867.0570666,05,2,4,05
02834,52.146233763,08,1,275,17
02835,880.78346233,02,2,7,15
02836,1023.6082023,04,2,50,02
02837,964.60413185,06,2,120,26
02838,639.7223438,04,2,15,13
02839,1117.7421223,04,2,20,05
02840,1849.1849629,04,2,60,02
02841,50.31915606,07,2,800,02
02842,84.055763395,08,2,187,14
02843,1879.4560061,04,2,6,25
02844,1522.9817889,03,2,0,13
02845,1484.5150471,02,2,9,26
02846,583.6267448,05,2,46,23
02847,1879.4560061,02,2,1,06
02848,9.0929192199,08,1,250,04
02849,1667.7551609,02,2,2,02
02850,1868.403437,03,2,40,02
02851,1162.262962,03,2,6,08
02852,1667.7551609,02,2,2,12
02853,692.74559919,06,2,0,01
02854,920.12358315,03,2,1,01
02855,887.44188343,02,2,15,15
02856,14.035741336,08,1,400,16
02857,271.01509096,06,2,42,14
02858,140.90682201,05,2,15,14
02859,62.584971321,06,2,3,13
02860,1868.403437,03,2,2,26
02861,1559.8286174,02,2,4,25
02862,356.19828827,06,2,30,14
02863,1522.9817889,02,2,20,02
02864,25.322576596,08,1,80,05
02865,511.87856803,05,1,30,17
02866,62.584971321,06,1,310,02
02867,729.56464046,02,2,16,15
02868,158.29956057,06,2,457,02
02869,503.86330813,05,1,15,18
02870,1667.7551609,02,2,1,26
02871,737.87538195,02,2,15,15
02872,281.10925465,03,2,3,23
02873,265.00036535,07,1,86,05
02874,1879.4560061,02,2,1,25
02875,16.763435923,06,2,35,13
02876,1162.262962,05,1,5,91
02877,1461.8570616,03,2,6,08
02878,1851.6697201,04,2,2,12
02879,159.84475525,07,2,2,05
02880,15.945623796,08,1,175,18
02881,5.0164338376,10,1,1000,13
02882,226.40193913,03,2,2,13
02883,114.35627865,05,2,140,08
02884,2140.9064605,02,2,0,01
02885,697.46961475,02,2,1,13
02886,53.724372726,07,2,400,02
02887,1807.4628666,02,2,3,02
02888,887.44188343,02,2,2,15
02889,4.6524983211,10,1,2200,02
02890,226.82776714,06,2,120,08
02891,52.146233763,08,2,800,02
02892,1851.6697201,02,2,8,08
02893,575.38952298,06,2,27,26
02894,653.05875273,05,1,6,14
02895,1851.6697201,04,2,10,26
02896,26.088931937,07,1,420,02
02897,19.690263031,09,2,1000,24
02898,308.205725,06,2,30,13
02899,168.38291517,06,2,43,05
02900,356.19828827,06,1,21,18
02901,15.945623796,08,1,175,07
02902,1807.4628666,02,2,0,01
02903,738.0878727,02,2,18,15
02904,1162.262962,05,2,15,25
02905,1851.6697201,02,2,6,12
02906,1791.3103533,03,2,1,12
02907,15.945623796,08,1,125,18
02908,1197.3864068,04,2,15,02
02909,316.26326145,02,2,4,02
02910,1667.7551609,02,2,1,26
02911,941.81790866,04,2,18,26
02912,1381.4211073,04,2,15,15
02913,1879.4560061,02,2,0,01
02914,25.322576596,08,1,140,26
02915,111.17293366,05,2,20,08
02916,1828.0523467,03,2,7,26
02917,48.841044419,06,1,20,18
02918,276.95327433,05,2,155,02
02919,4637.8512935,02,1,12,05
02920,125.65044,07,2,80,14
02921,75.480251744,10,1,1200,26
02922,19.690263031,07,1,147,16
02923,25.322576596,08,2,1900,02
02924,7.5774326833,08,1,200,16
02925,12.497118238,09,2,200,13
02926,105.83552153,04,2,2,91
02927,1828.0523467,02,2,1,26
02928,19.690263031,06,2,220,02
02929,961.78281331,04,2,14,15
02930,1879.4560061,02,2,1,14
02931,23.717553485,09,2,1700,02
02932,212.42624205,06,2,40,14
02933,1879.4560061,02,2,5,12
02934,1879.4560061,03,2,5,02
02935,1276.538624,02,2,6,15
02936,73.063122805,06,2,56,14
02937,825.40232224,06,2,24,14
02938,1849.1849629,03,1,10,07
02939,7.5774326833,05,2,60,13
02940,920.12358315,02,2,3,15
02941,1879.4560061,02,2,2,02
02942,961.78281331,03,2,9,02
02943,1069.3275783,03,2,2,12
02944,857.77359907,05,2,3,12
02945,311.1344891,06,2,53,14
02946,503.86330813,02,2,5,14
02947,1791.3103533,02,2,2,25
02948,1779.4119781,04,1,3,18
02949,1879.4560061,02,2,6,08
02950,738.0878727,02,2,4,06
02951,1868.403437,02,2,3,25
02952,918.02992474,04,2,1,12
02953,249.44526964,05,2,30,02
02954,1130.4747375,04,2,25,01
02955,1107.7533448,03,2,0,13
02956,887.44188343,02,2,26,15
02957,327.51078222,05,2,0,01
02958,1559.8286174,02,2,4,25
02959,639.7223438,05,2,12,05
02960,789.93659277,03,2,12,15
02961,179.59592524,06,2,45,14
02962,1145.0798138,05,2,25,06
02963,321.29425338,06,1,23,17
02964,23.717553485,08,2,1100,02
02965,1387.0765871,03,2,6,26
02966,276.95327433,06,2,155,02
02967,125.65044,07,1,16,18
02968,653.84310688,02,1,3,13
02969,17.191258213,07,1,75,18
02970,1867.0570666,03,2,0,01
02971,270.6414711,04,2,17,02
02972,9.2846065541,08,1,350,16
02973,114.35627865,02,2,7,15
02974,1729.17335,04,2,3,26
02975,4637.8512935,02,2,0,05
02976,961.78281331,03,2,9,23
02977,2396.7342053,04,1,3,07
02978,1729.17335,02,2,4,02
02979,48.841044419,05,2,70,02
02980,1729.17335,02,2,3,25
02981,1155.42801,04,2,7,23
02982,23.717553485,02,2,1,02
02983,25.322576596,09,2,1600,02
02984,1107.7533448,02,2,3,05
02985,1851.6697201,02,2,5,13
02986,1807.4628666,02,2,1,12
02987,2.8602521713,10,1,2500,16
02988,1197.3864068,03,2,23,02
02989,1522.9817889,03,2,0,05
02990,201.21025436,06,2,20,14
02991,4.2903782569,10,1,3500,16
02992,3782.1801042,02,1,0,26
02993,941.81790866,02,2,3,08
02994,50.31915606,07,2,314,02
02995,12.123892293,08,1,1000,16
02996,74.844960294,08,2,30,05
02997,1197.3864068,03,2,10,15
02998,209.09996186,06,1,94,07
02999,20.286163617,07,2,500,02
03000,1879.4560061,04,2,4,26
03001,139.16995492,07,2,90,14
03002,1559.8286174,02,2,0,01
03003,941.81790866,03,2,34,02
03004,532.96366558,06,2,130,08
03005,1807.4628666,02,2,1,26
03006,1667.7551609,04,2,7,02
03007,403.26234933,04,2,12,14
03008,24.435334858,07,2,150,02
03009,1117.7421223,02,2,3,06
03010,2140.9064605,03,1,13,07
03011,23.717553485,08,1,185,05
03012,1807.4628666,02,2,3,06
03013,1878.6010721,02,2,2,14
03014,146.02126502,08,2,30,11
03015,1667.7551609,02,2,5,25
03016,19.690263031,09,2,2100,02
03017,324.95340078,05,2,45,05
03018,1868.403437,03,2,8,25
03019,9.2846065541,09,1,1500,16
03020,1451.6174232,03,2,1,13
03021,23.717553485,10,2,6500,02
03022,62.963331987,08,2,40,05
03023,48.841044419,04,2,23,14
03024,653.84310688,04,2,5,25
03025,385.90781293,04,1,3,18
03026,20.286163617,07,2,250,02
03027,48.841044419,08,2,900,02
03028,127.31405436,07,2,30,18
03029,15.945623796,08,1,20,18
03030,564.50825256,05,2,1,05
03031,647.9871845,04,2,0,26
03032,1729.17335,04,2,2,25
03033,789.93659277,02,2,2,15
03034,1522.9817889,02,2,9,25
03035,1729.17335,03,2,4,26
03036,212.42624205,05,1,12,18
03037,1667.7551609,03,1,10,08
03038,53.784647224,07,1,10,18
03039,158.29956057,05,2,84,02
03040,1879.4560061,05,1,100,02
03041,234.68541261,07,1,85,02
03042,259.35186162,07,1,50,13
03043,1729.17335,03,1,3,12
03044,1807.4628666,02,2,1,13
03045,385.90781293,06,2,37,14
03046,1145.0798138,06,2,22,12
03047,158.29956057,06,2,50,02
03048,503.86330813,04,2,2,14
03049,1451.6174232,02,2,0,91
03050,810.40542332,02,1,11,15
03051,632.51710677,05,2,52,02
03052,146.02126502,06,2,67,14
03053,887.44188343,03,2,10,15
03054,2.8602521713,09,1,4000,16
03055,583.35116997,02,1,7,07
03056,336.40197304,06,2,60,02
03057,503.86330813,04,2,8,02
03058,1162.262962,03,2,16,02
03059,230.43321239,06,2,75,08
03060,247.57369734,06,1,2,91
03061,499.1203535,04,1,2,18
03062,1522.9817889,02,2,2,26
03063,375.89120122,06,1,38,18
03064,1197.3864068,03,2,4,15
03065,1667.7551609,03,2,4,13
03066,751.72654486,04,2,5,14
03067,1868.403437,02,2,0,01
03068,196.32203422,04,2,18,15
03069,226.82776714,06,2,52,02
03070,2249.135161,02,2,13,25
03071,385.90781293,05,1,2,18
03072,138.56608864,08,2,60,14
03073,9.0929192199,08,1,3000,16
03074,145.50390319,02,2,6,02
03075,175.75631596,06,2,67,23
03076,1461.8570616,03,2,1,12
03077,65.595880131,06,2,2,05
03078,6.6318618244,09,1,550,16
03079,1892.4562717,02,2,9,23
03080,5.3559078162,09,1,6500,13
03081,62.705538895,04,2,6,05
03082,65.05293814,07,2,70,13
03083,1461.8570616,03,2,5,91
03084,1162.262962,02,2,1,26
03085,1155.42801,03,2,3,02
03086,63.073938349,07,2,140,23
03087,222.03814139,05,2,20,13
03088,1807.4628666,02,2,5,25
03089,19.690263031,08,2,100,02
03090,119.573744,06,2,0,01
03091,1879.4560061,02,2,0,01
03092,624.92509447,04,2,30,08
03093,3782.1801042,02,2,0,01
03094,143.94634909,07,2,58,23
03095,1197.3864068,02,2,1,15
03096,1484.5150471,02,2,7,02
03097,657.71092576,05,2,26,23
03098,9.2846065541,08,1,800,16
03099,119.16979268,07,2,80,06
03100,1667.7551609,02,2,1,06
03101,1831.778257,02,1,1,07
03102,145.50390319,06,1,83,16
03103,24.824633604,08,2,70,13
03104,11.705012288,09,1,717,13
03105,1162.262962,04,2,14,23
03106,274.454839,07,2,71,23
03107,503.86330813,05,2,11,13
03108,1807.4628666,02,2,5,02
03109,1879.4560061,02,2,1,06
03110,1274.2560839,03,1,1,18
03111,1117.7421223,03,2,7,23
03112,1451.6174232,03,2,20,13
03113,1807.4628666,02,1,2,06
03114,918.02992474,04,2,2,13
03115,1868.403437,02,1,5,02
03116,887.44188343,02,2,2,02
03117,810.40542332,02,2,6,15
03118,19.690263031,04,2,28,23
03119,30.431064391,07,2,30,14
03120,36.964163114,09,2,300,05
03121,19.690263031,05,2,30,02
03122,1879.4560061,02,2,3,26
03123,692.22122089,04,2,0,01
03124,887.44188343,02,2,3,15
03125,48.841044419,07,1,50,11
03126,1879.4560061,02,2,5,05
03127,62.584971321,09,1,2000,02
03128,1851.6697201,02,2,5,02
03129,239.38538189,04,1,30,14
03130,5.9425599132,08,1,500,16
03131,212.42624205,06,2,125,14
03132,2140.9064605,03,2,12,02
03133,23.717553485,02,2,3,05
03134,1484.5150471,02,2,2,02
03135,1276.538624,02,2,6,15
03136,239.38538189,06,2,60,14
03137,1145.0798138,02,2,2,25
03138,31.847187548,09,2,150,05
03139,1807.4628666,02,2,1,02
03140,63.073938349,06,2,65,23
03141,2758.8462992,03,1,3,07
03142,218.64919831,06,2,30,25
03143,33.266397253,08,2,75,05
03144,1868.403437,02,2,0,05
03145,1807.4628666,03,2,12,02
03146,48.841044419,07,1,100,18
03147,1117.7421223,05,2,65,02
03148,583.6267448,04,2,20,02
03149,1484.5150471,02,2,1,26
03150,25.322576596,08,2,276,23
03151,908.28279654,05,2,60,08
03152,2396.7342053,02,2,7,08
03153,1879.4560061,03,2,0,13
03154,124.45202455,05,2,100,08
03155,3231.2895441,05,2,3,05
03156,1791.3103533,02,2,2,06
03157,308.205725,05,2,20,02
03158,50.31915606,07,1,375,02
